City,Country,Region,Category,Climate,Best_Month,Attractions,Cuisine_Name,Flavor_Profile,Hotel_Name,Star_Rating,Price_Per_Night,Amenities,Weather_Type,Average_Temperature,Budget_Range,Activities
Singapore,Singapore,Southeast Asia,city,Hot,March,Gardens by the Bay; Marina Bay Sands; Singapore Landmark 2; Singapore Landmark 1; Sentosa,Chilli Crab,Spicy,Raffles Hotel,3,306,Spa; Breakfast Included; Beach Access; Airport Shuttle; Gym; Kids Club,Humid,32.4,$2356–$5140,adventure; photography
Kuala Lumpur,Malaysia,Europe,city,Hot,June,Bukit Bintang; Kuala Lumpur Landmark 2; Kuala Lumpur Landmark 1; Batu Caves; Petronas Towers,Nasi Lemak,Savory,Four Seasons,3,117,WiFi; Restaurant; Bar; Beach Access; Conference Rooms; Pet Friendly,Windy,32.2,$1029–$2246,skiing; food
Rome,Italy,Europe,heritage,Moderate,Monsoon,Trevi Fountain; Colosseum; Vatican City; Rome Landmark 2; Rome Landmark 1,Carbonara,Savory,Hotel de Russie,5,160,Restaurant; Pet Friendly; Gym; Kids Club; WiFi,Moderate,22.6,$704–$1536,water-sports; shopping; nightlife
Fiji,Fiji,South Asia,island,Hot,May,Garden of the Sleeping Giant; Fiji Landmark 2; Fiji Landmark 1; Coral Coast; Mamanuca Islands,Kokoda,Savory,Jean-Michel Cousteau,4,220,Bar; Breakfast Included; Beach Access; Airport Shuttle; Pool; Parking; Spa,Humid,33.9,$968–$2112,spirituality; adventure; hiking
Melbourne,Australia,Oceania,city,Moderate,September,Melbourne Landmark 2; Melbourne Landmark 1; Federation Square; Great Ocean Road; Royal Botanic Gardens,Flat White,Savory,Park Hyatt,4,141,Beach Access; Parking; Pet Friendly; Conference Rooms; Airport Shuttle; Kids Club,Windy,16.9,$465–$1015,water-sports; relaxation
Agra,India,South Asia,heritage,Hot,Spring,Agra Landmark 2; Agra Landmark 1; Agra Fort; Taj Mahal; Mehtab Bagh,Petha,Sweet,The Oberoi Amarvilas,3,233,Kids Club; Parking; Breakfast Included,Humid,35.4,$2050–$4473,spirituality; historic tours; shopping; culture
New York,USA,North America,city,Moderate,April,New York Landmark 2; Times Square; New York Landmark 1; Central Park; Statue of Liberty,New York Pizza,Savory,The Plaza,4,455,Conference Rooms; Pool; Breakfast Included; Kids Club; WiFi; Parking,Snowy,9.0,$2002–$4368,photography; wildlife
Buenos Aires,Argentina,South America,city,Moderate,January,La Boca; Recoleta; Buenos Aires Landmark 1; Buenos Aires Landmark 2; Plaza de Mayo,Asado,Savory,Alvear Palace,4,190,WiFi; Parking; Airport Shuttle; Breakfast Included,Snowy,13.1,$627–$1368,skiing; wildlife; nightlife; historic tours
Los Angeles,USA,North America,city,Hot,Autumn,Los Angeles Landmark 2; Los Angeles Landmark 1; Hollywood; Griffith Observatory; Santa Monica Pier,In-N-Out Burger,Savory,Four Seasons Los Angeles,5,195,Parking; Spa; Restaurant; Kids Club; Airport Shuttle; Pool; Pet Friendly,Windy,22.8,$1072–$2340,hiking; photography; historic tours
Lisbon,Portugal,South America,city,Moderate,June,Belém Tower; Jerónimos Monastery; Lisbon Landmark 2; Lisbon Landmark 1; Alfama,Pastel de Nata,Sweet,Four Seasons Lisbon,4,169,Gym; Restaurant; Pool; Bar,Sunny,15.1,$1487–$3244,adventure; skiing
Kathmandu,Nepal,South Asia,heritage,Moderate,Spring,Basantapur Durbar Square; Kathmandu Landmark 1; Kathmandu Landmark 2; Pashupatinath; Boudhanath Stupa,Momo,Savory,Hyatt Regency,3,42,Pool; Conference Rooms; Kids Club; Pet Friendly; Restaurant; Airport Shuttle,Humid,19.5,$231–$504,photography; spirituality; skiing; adventure
Mexico City,Mexico,South America,city,Moderate,November,Mexico City Landmark 1; Mexico City Landmark 2; Zocalo; Chapultepec Park; Frida Kahlo Museum,Tacos al Pastor,Spicy,Camino Real,4,198,Restaurant; Kids Club; Spa; WiFi; Breakfast Included,Humid,24.7,$1089–$2376,wildlife; historic tours
Kuala Lumpur,Malaysia,Europe,city,Hot,January,Bukit Bintang; Kuala Lumpur Landmark 1; Batu Caves; Petronas Towers; Kuala Lumpur Landmark 2,Nasi Lemak,Savory,The Majestic,3,118,Beach Access; WiFi; Kids Club; Pet Friendly; Conference Rooms,Snowy,32.5,$649–$1416,skiing; shopping
Cape Town,South Africa,Africa,city,Moderate,March,V&A Waterfront; Robben Island; Cape Town Landmark 1; Table Mountain; Cape Town Landmark 2,Bobotie,Savory,One&Only Cape Town,4,347,Pet Friendly; Beach Access; Breakfast Included; Airport Shuttle; Bar,Windy,18.2,$3435–$7495,spirituality; food; culture; historic tours
Bali,Indonesia,East Asia,island,Hot,Monsoon,Bali Landmark 1; Seminyak Beach; Ubud Rice Terraces; Bali Landmark 2; Uluwatu Temple,Nasi Goreng,Savory,Alila Ubud,4,125,Parking; Kids Club; Spa,Sunny,24.3,$412–$900,food
Santorini,Greece,Europe,island,Moderate,June,Fira; Oia; Santorini Landmark 2; Santorini Landmark 1; Red Beach,Tomatokeftedes,Savory,Grace Hotel,4,185,Beach Access; Gym; Spa; Parking; Pet Friendly,Humid,28.8,$1221–$2664,wildlife
Marrakech,Morocco,Africa,heritage,Hot,Spring,Marrakech Landmark 2; Majorelle Garden; Bahia Palace; Jemaa el-Fnaa; Marrakech Landmark 1,Tagine,Savory,Royal Mansour,5,241,Pet Friendly; Bar; Airport Shuttle; Spa; Restaurant; Beach Access; Pool,Snowy,30.0,$2651–$5784,photography; relaxation; wildlife; food
Bangkok,Thailand,Southeast Asia,city,Hot,January,Chatuchak Market; Grand Palace; Bangkok Landmark 1; Wat Arun; Bangkok Landmark 2,Pad Thai,Savory,Shangri-La Bangkok,3,76,Gym; Parking; WiFi; Bar,Snowy,31.1,$585–$1276,historic tours; culture; photography
Leh-Ladakh,India,South Asia,mountain,Cold,August,Leh-Ladakh Landmark 2; Pangong Lake; Nubra Valley; Leh-Ladakh Landmark 1; Thiksey Monastery,Tibetan Thenthuk,Savory,The Grand Dragon,4,173,Gym; Kids Club; Pool; Parking; Restaurant,Rainy,1.7,$951–$2076,adventure; wildlife
Leh-Ladakh,India,South Asia,mountain,Cold,Spring,Leh-Ladakh Landmark 2; Thiksey Monastery; Pangong Lake; Leh-Ladakh Landmark 1; Nubra Valley,Tibetan Thenthuk,Savory,Zimskhang,5,172,Kids Club; Parking; Breakfast Included; Conference Rooms; Pool; Airport Shuttle; Bar,Humid,-3.6,$1513–$3302,food; relaxation; hiking; historic tours
Shimla,India,South Asia,mountain,Cold,January,Christ Church; Shimla Landmark 1; Jakhoo Temple; Mall Road; Shimla Landmark 2,Channa Madra,Savory,The Oberoi Cecil,3,67,Conference Rooms; Breakfast Included; Pet Friendly; Airport Shuttle,Snowy,29.2,$442–$964,photography; historic tours; shopping; relaxation
Barcelona,Spain,Europe,city,Moderate,June,La Rambla; Sagrada Familia; Barcelona Landmark 1; Park Güell; Barcelona Landmark 2,Paella,Savory,Casa Fuster,4,255,Spa; WiFi; Parking; Kids Club; Conference Rooms; Restaurant; Breakfast Included,Humid,26.5,$2244–$4896,skiing; nightlife; historic tours
Venice,Italy,Europe,heritage,Moderate,April,Venice Landmark 1; Venice Landmark 2; Grand Canal; St. Mark's Square; Doge's Palace,Sarde in Saor,Savory,Gritti Palace,4,243,Conference Rooms; Restaurant; Kids Club; WiFi; Bar; Spa; Parking,Humid,20.3,$1603–$3499,adventure; wildlife
Lisbon,Portugal,South America,city,Moderate,May,Lisbon Landmark 1; Alfama; Jerónimos Monastery; Lisbon Landmark 2; Belém Tower,Pastel de Nata,Sweet,Pestana Palace,4,146,Gym; Conference Rooms; Kids Club; Parking; Restaurant,Snowy,12.4,$1284–$2803,culture; hiking
Venice,Italy,Europe,heritage,Moderate,Autumn,Venice Landmark 1; St. Mark's Square; Doge's Palace; Venice Landmark 2; Grand Canal,Sarde in Saor,Savory,Belmond Hotel Cipriani,4,310,Restaurant; WiFi; Breakfast Included; Pet Friendly; Pool; Spa; Airport Shuttle,Windy,10.7,$2387–$5208,culture
Los Angeles,USA,North America,city,Hot,September,Hollywood; Los Angeles Landmark 2; Santa Monica Pier; Griffith Observatory; Los Angeles Landmark 1,In-N-Out Burger,Savory,Four Seasons Los Angeles,5,429,Restaurant; Parking; Gym; Pet Friendly,Sunny,23.4,$4247–$9266,photography
Kolkata,India,South Asia,city,Moderate,February,Kolkata Landmark 1; Victoria Memorial; Dakshineswar; Kolkata Landmark 2; Howrah Bridge,Macher Jhol,Savory,The Oberoi Grand,3,104,Conference Rooms; Pool; Bar; Restaurant; Parking,Snowy,32.0,$915–$1996,food; adventure; relaxation
Hyderabad,India,South Asia,city,Hot,March,Charminar; Hyderabad Landmark 1; Hyderabad Landmark 2; Hussain Sagar; Ramoji Film City,Biryani,Savory,Taj Falaknuma,4,83,Restaurant; Kids Club; Bar; Pet Friendly; Airport Shuttle; Conference Rooms,Rainy,33.7,$456–$996,adventure
Mumbai,India,South Asia,city,Hot,Autumn,Marine Drive; Mumbai Landmark 2; Gateway of India; Mumbai Landmark 1; Elephanta Caves,Vada Pav,Spicy,Trident,4,189,Gym; Parking; Breakfast Included,Snowy,35.9,$1663–$3628,shopping
Hawaii (Oahu),USA,North America,island,Hot,May,Road to Hana; Hawaii (Oahu) Landmark 1; Haleakala; Hawaii (Oahu) Landmark 2; Waikiki Beach,Poke,Savory,Four Seasons Hualalai,4,204,Gym; Bar; Airport Shuttle; Spa; Parking,Windy,23.3,$673–$1468,photography
Santorini,Greece,Europe,island,Moderate,June,Red Beach; Fira; Oia; Santorini Landmark 1; Santorini Landmark 2,Tomatokeftedes,Savory,Mystique,4,294,Beach Access; Kids Club; Conference Rooms,Sunny,26.2,$970–$2116,skiing; relaxation; food; water-sports
Toronto,Canada,North America,city,Moderate,May,Toronto Landmark 1; Royal Ontario Museum; CN Tower; Toronto Landmark 2; Toronto Islands,Peameal Bacon Sandwich,Savory,Shangri-La,3,156,Kids Club; Conference Rooms; Gym; Pool; Bar; Spa,Sunny,10.6,$1372–$2995,skiing; historic tours; hiking
Paris,France,Europe,city,Moderate,May,Eiffel Tower; Paris Landmark 2; Notre-Dame; Louvre Museum; Paris Landmark 1,Croissant,Sweet,Le Meurice,5,290,Airport Shuttle; Gym; WiFi; Parking,Windy,6.5,$1276–$2784,food
Fiji,Fiji,South Asia,island,Hot,Monsoon,Coral Coast; Fiji Landmark 2; Garden of the Sleeping Giant; Mamanuca Islands; Fiji Landmark 1,Kokoda,Savory,InterContinental Fiji,5,232,Bar; Pet Friendly; Beach Access; Airport Shuttle; Breakfast Included; Restaurant; Gym,Windy,23.9,$1020–$2227,skiing
Cairo,Egypt,Africa,heritage,Hot,October,Egyptian Museum; Cairo Landmark 2; Pyramids of Giza; Cairo Landmark 1; Khan el-Khalili,Koshari,Savory,Marriott Mena House,4,183,Spa; Bar; Conference Rooms; Pool; Kids Club; Beach Access; Airport Shuttle,Sunny,32.0,$805–$1756,photography; culture; skiing; nightlife
Cusco,Peru,South America,heritage,Cold,Spring,Plaza de Armas; Sacsayhuamán; Machu Picchu; Cusco Landmark 1; Cusco Landmark 2,Cuy,Savory,JW Marriott,3,118,Pet Friendly; Restaurant; Parking; Spa,Rainy,7.0,$778–$1699,relaxation; wildlife
Leh-Ladakh,India,South Asia,mountain,Cold,August,Thiksey Monastery; Nubra Valley; Leh-Ladakh Landmark 1; Pangong Lake; Leh-Ladakh Landmark 2,Tibetan Thenthuk,Savory,Zimskhang,3,99,Restaurant; Spa; Airport Shuttle,Humid,3.0,$1089–$2376,hiking; adventure; food
New York,USA,North America,city,Moderate,September,Times Square; Central Park; New York Landmark 1; Statue of Liberty; New York Landmark 2,New York Pizza,Savory,The St. Regis,5,233,Pet Friendly; Kids Club; Parking; Pool,Rainy,16.8,$2563–$5592,spirituality
Leh-Ladakh,India,South Asia,mountain,Cold,Autumn,Thiksey Monastery; Leh-Ladakh Landmark 2; Nubra Valley; Leh-Ladakh Landmark 1; Pangong Lake,Tibetan Thenthuk,Savory,The Grand Dragon,4,128,Pet Friendly; Kids Club; Gym; WiFi; Pool; Bar,Windy,1.3,$422–$921,hiking; water-sports
Kolkata,India,South Asia,city,Moderate,Spring,Dakshineswar; Victoria Memorial; Howrah Bridge; Kolkata Landmark 2; Kolkata Landmark 1,Macher Jhol,Savory,ITC Royal Bengal,4,134,Bar; Pool; Conference Rooms,Humid,23.2,$589–$1286,hiking; adventure; shopping
Bangkok,Thailand,Southeast Asia,city,Hot,November,Wat Arun; Bangkok Landmark 1; Grand Palace; Chatuchak Market; Bangkok Landmark 2,Pad Thai,Savory,Banyan Tree,4,141,Restaurant; Pet Friendly; Parking; Beach Access; Gym,Rainy,36.8,$1395–$3045,shopping
Bali (Ubud),Indonesia,Other,island,Hot,January,Ubud Rice Terraces; Bali (Ubud) Landmark 2; Tegalalang Rice Terrace; Monkey Forest; Bali (Ubud) Landmark 1,Bebek Betutu,Savory,Alila Ubud,4,172,WiFi; Beach Access; Kids Club; Breakfast Included; Parking; Pet Friendly; Airport Shuttle,Snowy,26.7,$1135–$2476,photography
Coorg,India,Europe,forest,Moderate,January,Dubare Elephant Camp; Abbey Falls; Coorg Landmark 1; Raja's Seat; Coorg Landmark 2,Pandi Curry,Savory,Coorg Resort,5,142,Breakfast Included; Beach Access; Spa,Windy,26.7,$937–$2044,skiing; spirituality
Venice,Italy,Europe,heritage,Moderate,April,Venice Landmark 2; Venice Landmark 1; St. Mark's Square; Doge's Palace; Grand Canal,Sarde in Saor,Savory,Belmond Hotel Cipriani,3,385,Parking; Pool; Bar,Windy,18.6,$3388–$7392,spirituality; adventure; skiing
Sydney,Australia,Oceania,city,Moderate,Autumn,Harbour Bridge; Sydney Landmark 2; Sydney Opera House; Bondi Beach; Sydney Landmark 1,Meat Pie,Savory,Four Seasons,4,282,Pet Friendly; Airport Shuttle; Kids Club; Bar; Beach Access; Breakfast Included,Rainy,24.4,$1551–$3384,spirituality
Leh-Ladakh,India,South Asia,mountain,Cold,July,Thiksey Monastery; Nubra Valley; Leh-Ladakh Landmark 2; Leh-Ladakh Landmark 1; Pangong Lake,Tibetan Thenthuk,Savory,The Grand Dragon,4,184,Conference Rooms; Pet Friendly; Kids Club; Airport Shuttle; Bar,Windy,8.2,$1821–$3974,historic tours; water-sports; spirituality
Phuket,Thailand,Southeast Asia,beach,Hot,Winter,Patong Beach; Phi Phi Islands; Phuket Landmark 1; Phuket Landmark 2; Big Buddha,Tom Yum Goong,Spicy,Phuket Marriott,4,94,Gym; Spa; Parking; Beach Access; Airport Shuttle; Bar,Humid,23.4,$413–$902,food; spirituality
London,United Kingdom,Europe,city,Moderate,Monsoon,British Museum; Tower of London; London Landmark 1; Buckingham Palace; London Landmark 2,Fish and Chips,Savory,The Savoy,3,362,Gym; Kids Club; Beach Access,Snowy,13.0,$3583–$7819,water-sports; skiing
Venice,Italy,Europe,heritage,Moderate,April,St. Mark's Square; Grand Canal; Venice Landmark 2; Doge's Palace; Venice Landmark 1,Sarde in Saor,Savory,Belmond Hotel Cipriani,3,265,Bar; Gym; Restaurant; Parking; Beach Access; Kids Club; Spa,Sunny,18.1,$2623–$5724,historic tours; skiing
Cusco,Peru,South America,heritage,Cold,Winter,Plaza de Armas; Cusco Landmark 2; Machu Picchu; Cusco Landmark 1; Sacsayhuamán,Cuy,Savory,JW Marriott,3,106,Gym; Parking; Beach Access; Pet Friendly; Pool; Conference Rooms; Spa,Windy,10.1,$699–$1526,wildlife; adventure; food
Zurich,Switzerland,Europe,city,Cold,February,Lake Zurich; Zurich Landmark 2; Zurich Landmark 1; Old Town; Uetliberg,Fondue,Savory,The Dolder Grand,3,179,Pet Friendly; Spa; Gym; Restaurant,Snowy,14.5,$1969–$4296,hiking; historic tours
Cape Town,South Africa,Africa,city,Moderate,November,Table Mountain; Cape Town Landmark 1; Cape Town Landmark 2; V&A Waterfront; Robben Island,Bobotie,Savory,The Silo Hotel,4,274,Pool; Restaurant; Pet Friendly; Beach Access; Spa; Bar,Snowy,24.7,$2712–$5918,historic tours
Cairo,Egypt,Africa,heritage,Hot,October,Khan el-Khalili; Cairo Landmark 2; Egyptian Museum; Pyramids of Giza; Cairo Landmark 1,Koshari,Savory,Four Seasons Cairo,4,88,WiFi; Beach Access; Pool; Airport Shuttle; Kids Club,Dry,29.1,$580–$1267,culture; spirituality
Fiji,Fiji,South Asia,island,Hot,Spring,Fiji Landmark 1; Garden of the Sleeping Giant; Fiji Landmark 2; Coral Coast; Mamanuca Islands,Kokoda,Savory,Likuliku Lagoon Resort,4,134,Kids Club; WiFi; Beach Access,Rainy,29.1,$1031–$2251,historic tours
Tokyo,Japan,East Asia,city,Moderate,April,Tokyo Landmark 1; Sensoji Temple; Tokyo Tower; Tokyo Landmark 2; Shibuya Crossing,Sushi,Savory,The Peninsula,4,229,Restaurant; Pool; Gym,Sunny,9.2,$755–$1648,historic tours
Manali,India,South Asia,mountain,Cold,Monsoon,Manali Landmark 1; Manali Landmark 2; Hadimba Temple; Rohtang Pass; Solang Valley,Trout Fish,Savory,The Himalayan,4,55,Bar; Spa; Parking,Snowy,11.9,$484–$1056,food; skiing
Istanbul,Turkey,North America,heritage,Moderate,May,Topkapi Palace; Istanbul Landmark 2; Hagia Sophia; Grand Bazaar; Istanbul Landmark 1,Kebab,Savory,Four Seasons Istanbul,5,165,Spa; Breakfast Included; Bar; Pet Friendly; Conference Rooms,Snowy,23.4,$544–$1188,historic tours; relaxation
Hanoi,Vietnam,Southeast Asia,city,Moderate,Autumn,Hanoi Landmark 1; Hoan Kiem Lake; Hanoi Landmark 2; Old Quarter; Temple of Literature,Pho,Savory,Sofitel Legend Metropole,4,93,Airport Shuttle; Pet Friendly; Restaurant,Humid,22.1,$716–$1562,photography; hiking; nightlife
Marrakech,Morocco,Africa,heritage,Hot,March,Marrakech Landmark 2; Majorelle Garden; Marrakech Landmark 1; Jemaa el-Fnaa; Bahia Palace,Tagine,Savory,El Fenn,3,150,Restaurant; Pet Friendly; WiFi; Bar; Conference Rooms,Sunny,30.3,$1485–$3240,hiking; historic tours; culture
Kyoto,Japan,Southeast Asia,heritage,Moderate,Monsoon,Fushimi Inari; Gion District; Kinkaku-ji; Kyoto Landmark 1; Kyoto Landmark 2,Kaiseki,Savory,The Ritz-Carlton Kyoto,4,277,Pool; Spa; Pet Friendly; Gym,Humid,19.5,$914–$1994,culture; relaxation
Istanbul,Turkey,North America,heritage,Moderate,May,Topkapi Palace; Istanbul Landmark 2; Istanbul Landmark 1; Hagia Sophia; Grand Bazaar,Kebab,Savory,Four Seasons Istanbul,4,228,Parking; Beach Access; Bar; Airport Shuttle,Moderate,18.6,$1254–$2736,adventure; hiking
Hanoi,Vietnam,Southeast Asia,city,Moderate,November,Hoan Kiem Lake; Hanoi Landmark 1; Hanoi Landmark 2; Old Quarter; Temple of Literature,Pho,Savory,Hanoi La Siesta,4,110,Parking; Bar; Conference Rooms; Restaurant; Breakfast Included; Beach Access,Humid,18.0,$726–$1584,photography
Melbourne,Australia,Oceania,city,Moderate,Summer,Melbourne Landmark 1; Federation Square; Melbourne Landmark 2; Great Ocean Road; Royal Botanic Gardens,Flat White,Savory,Park Hyatt,5,143,Parking; Breakfast Included; Kids Club,Rainy,13.0,$1415–$3088,water-sports; culture
Kathmandu,Nepal,South Asia,heritage,Moderate,October,Kathmandu Landmark 2; Kathmandu Landmark 1; Boudhanath Stupa; Pashupatinath; Basantapur Durbar Square,Momo,Savory,Dwarika's Resort,4,86,Restaurant; WiFi; Spa; Parking; Airport Shuttle; Pet Friendly,Snowy,22.6,$756–$1651,wildlife; historic tours
Santorini,Greece,Europe,island,Moderate,Summer,Oia; Fira; Santorini Landmark 1; Santorini Landmark 2; Red Beach,Tomatokeftedes,Savory,Grace Hotel,4,147,Bar; Restaurant; Kids Club,Humid,26.0,$808–$1764,relaxation
Kathmandu,Nepal,South Asia,heritage,Moderate,November,Kathmandu Landmark 2; Kathmandu Landmark 1; Basantapur Durbar Square; Pashupatinath; Boudhanath Stupa,Momo,Savory,Dwarika's Resort,4,68,Restaurant; WiFi; Beach Access; Gym; Bar; Breakfast Included; Conference Rooms,Rainy,24.6,$374–$816,shopping; spirituality; historic tours
Ahmedabad,India,South Asia,heritage,Hot,May,Ahmedabad Landmark 2; Adalaj Stepwell; Ahmedabad Landmark 1; Akshardham Temple; Sabarmati Ashram,Dhokla,Savory,Hyatt Ahmedabad,4,116,Conference Rooms; Gym; Pool; Parking; Spa,Windy,35.9,$382–$835,culture; relaxation; skiing; wildlife
Zurich,Switzerland,Europe,city,Cold,February,Zurich Landmark 2; Zurich Landmark 1; Uetliberg; Lake Zurich; Old Town,Fondue,Savory,Park Hyatt Zurich,5,255,Parking; Airport Shuttle; Restaurant,Snowy,4.1,$841–$1836,photography; hiking; relaxation; nightlife
Rio de Janeiro,Brazil,Africa,beach,Hot,June,Rio de Janeiro Landmark 2; Christ the Redeemer; Rio de Janeiro Landmark 1; Sugarloaf Mountain; Copacabana,Feijoada,Savory,Belmond Copacabana Palace,4,247,Parking; Breakfast Included; Airport Shuttle; Beach Access; Conference Rooms,Sunny,23.3,$1086–$2371,nightlife; shopping; wildlife; adventure
Fiji,Fiji,South Asia,island,Hot,May,Coral Coast; Fiji Landmark 1; Mamanuca Islands; Garden of the Sleeping Giant; Fiji Landmark 2,Kokoda,Savory,Jean-Michel Cousteau,5,181,Bar; Beach Access; Restaurant; Pet Friendly,Humid,22.4,$597–$1303,adventure
Queenstown,New Zealand,Oceania,mountain,Cold,Winter,Queenstown Landmark 1; Bungy Jumping; Queenstown Landmark 2; Milford Sound; Lake Wakatipu,Lamb Roast,Savory,Eichardt's,4,297,Breakfast Included; Parking; Kids Club; Airport Shuttle; Spa; Gym,Humid,4.4,$2613–$5702,adventure; water-sports; historic tours; food
Melbourne,Australia,Oceania,city,Moderate,September,Royal Botanic Gardens; Melbourne Landmark 2; Federation Square; Great Ocean Road; Melbourne Landmark 1,Flat White,Savory,The Langham,4,252,Conference Rooms; Restaurant; Kids Club,Snowy,16.4,$1108–$2419,historic tours; hiking; water-sports
Cape Town,South Africa,Africa,city,Moderate,December,Cape Town Landmark 1; Cape Town Landmark 2; V&A Waterfront; Robben Island; Table Mountain,Bobotie,Savory,The Silo Hotel,4,351,Pool; Pet Friendly; WiFi; Breakfast Included; Kids Club; Beach Access; Bar,Windy,12.2,$3474–$7581,shopping; spirituality
